created_at,id,id_str,full_text,truncated,display_text_range,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,quoted_status_id,quoted_status_id_str,quoted_status,text,favorited_by,scopes,display_text_width,retweeted_status,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2022-11-16T11:53:16Z,159292376980668e4,1592923769806680069,#Lebron is soft https://t.co/atvWskX9XK,FALSE,15,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,0,1,FALSE,FALSE,FALSE,en,1592728122998239200,1592728122998239232,,#Lebron is soft https://t.co/atvWskX9XK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-16T11:48:03Z,1592922456486211600,1592922456486211584,"No. 1 ranked @NorthCarolinaTarheel escapes @GardnerWebb 72-66 at home

 #nba #basketball #tarheels  #northcarolina #sports #lebronjames #lakers #ballislife #gardnerwebb #nbabasketball #nike #lebron #nbaplayoffs #jordan #football #kobe #kobebryant #nbafinals https://t.co/YEYXXO5HR6",FALSE,257,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,TRUE,en,NA,NA,,"No. 1 ranked @NorthCarolinaTarheel escapes @GardnerWebb 72-66 at home

 #nba #basketball #tarheels  #northcarolina #sports #lebronjames #lakers #ballislife #gardnerwebb #nbabasketball #nike #lebron #nbaplayoffs #jordan #football #kobe #kobebryant #nbafinals https://t.co/YEYXXO5HR6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-16T11:36:09Z,1592919461983838200,1592919461983838208,"What a match🏀
@MSU_Basketball  (MBB) defeats @KentuckyMBB  86-77

#nba #basketball #MBB #kentuckybasketball  #sports #lebronjames #lakers #ballislife #mlb #nbabasketball #nike #lebron #nbaplayoffs #jordan #football #kobe #kobebryant #nbafinals #bball https://t.co/8Tb3sQzx28",FALSE,250,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,TRUE,en,NA,NA,,"What a match🏀
@MSU_Basketball  (MBB) defeats @KentuckyMBB  86-77

#nba #basketball #MBB #kentuckybasketball  #sports #lebronjames #lakers #ballislife #mlb #nbabasketball #nike #lebron #nbaplayoffs #jordan #football #kobe #kobebryant #nbafinals #bball https://t.co/8Tb3sQzx28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-16T09:46:27Z,1592891854902956e3,1592891854902956040,"Check out what I'm selling: NikeDunk Low QS Fruity Pebbles Sz12: #fruity #fruitypebbles #cereal #cerealshoes #streetwear  #mercari #LeBronJames
#lebron #nike #nikedunk #nikedunklow 
https://t.co/CxMw51ASGh",FALSE,205,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Check out what I'm selling: NikeDunk Low QS Fruity Pebbles Sz12: #fruity #fruitypebbles #cereal #cerealshoes #streetwear  #mercari #LeBronJames
#lebron #nike #nikedunk #nikedunklow 
https://t.co/CxMw51ASGh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-16T09:16:37Z,1592884345735630800,1592884345735630848,"25% Off Home Decor - Today Only! 
Shop for throw pillows, duvet covers, shower curtains, bath towels, coffee mugs, and more  
https://t.co/E8PTV3HvpQ
#LA #LAL #LosAngeles #Lakers #lakernation #LakersNation #lakerswin #NBA #NBATwitter #NBA75 #LeBron #LebronJames #KingJames",FALSE,272,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,1,FALSE,FALSE,FALSE,en,NA,NA,,"25% Off Home Decor - Today Only! 
Shop for throw pillows, duvet covers, shower curtains, bath towels, coffee mugs, and more  
https://t.co/E8PTV3HvpQ
#LA #LAL #LosAngeles #Lakers #lakernation #LakersNation #lakerswin #NBA #NBATwitter #NBA75 #LeBron #LebronJames #KingJames",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-16T07:51:49Z,1592863006459035600,1592863006459035648,"All the people who told #ColinKaepernick and #LeBron  to ""stick to sports,"" haven't told #HerschelWalker the same thing. Interesting.",FALSE,133,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,"All the people who told #ColinKaepernick and #LeBron  to ""stick to sports,"" haven't told #HerschelWalker the same thing. Interesting.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-16T07:37:27Z,1592859391262617600,1592859391262617601,"@MarkHamill Nobody gives 2 sh**s about you Hollywood elitist anymore.

Red communist China the propaganda machine owns you guys, and nobody’s supporting a sell out.

Same to you #Nike &amp; #LeBron 

#AmericaFirst 🇺🇸",FALSE,216,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1592708739739832300,1592708739739832320,304679484,304679484,MarkHamill,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,"@MarkHamill Nobody gives 2 sh**s about you Hollywood elitist anymore.

Red communist China the propaganda machine owns you guys, and nobody’s supporting a sell out.

Same to you #Nike &amp; #LeBron 

#AmericaFirst 🇺🇸",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-16T02:41:24Z,1592784888217870300,1592784888217870336,"@juju_roberts know the Lakers will always be #☝️ through all our ups and downs 💜💛

#lakers #lakersnation #nba #kobe #kobebryant #lebron #lebronjames #losangeles #la #basketball #ballislife #hoops #mambamentality #blackmamba #kingjames #lakeshow #bask… https://t.co/7m4LsgXeeZ https://t.co/80Uw5QCwCX",FALSE,275,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",NA,NA,417390319,417390319,juju_roberts,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"@juju_roberts know the Lakers will always be #☝️ through all our ups and downs 💜💛

#lakers #lakersnation #nba #kobe #kobebryant #lebron #lebronjames #losangeles #la #basketball #ballislife #hoops #mambamentality #blackmamba #kingjames #lakeshow #bask… https://t.co/7m4LsgXeeZ https://t.co/80Uw5QCwCX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-16T02:22:13Z,1592780061974753300,1592780061974753281,"Check out my latest video ""Kevin Durant Post game interview | Kings DESTROY Nets""

#kevindurant #durant #brooklynnets #nets #kyrie #kyrieirving #bensimmons #sixers #harden #embiid #lakers #lebron #warriors #curry #draymond

Watch Now: https://t.co/M8Wrw35KGx https://t.co/Eye8IS4SDh",FALSE,258,,,"<a href=""https://www.tubebuddy.com"" rel=""nofollow"">TubeBuddy</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Check out my latest video ""Kevin Durant Post game interview | Kings DESTROY Nets""

#kevindurant #durant #brooklynnets #nets #kyrie #kyrieirving #bensimmons #sixers #harden #embiid #lakers #lebron #warriors #curry #draymond

Watch Now: https://t.co/M8Wrw35KGx https://t.co/Eye8IS4SDh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-16T02:00:37Z,1592774625531859e3,1592774625531858944,"#Lebron 
Lebron saw Heinicke warming up and knew he would give the #Eagles their 1st loss https://t.co/KT296oUdTe",FALSE,89,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"#Lebron 
Lebron saw Heinicke warming up and knew he would give the #Eagles their 1st loss https://t.co/KT296oUdTe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
